name,number,description,cloze,category,year,year_kind,pins,place_label,len,quotes,year_end,link,orientation
Cassowary,114,"A large, flightless bird, the cassowary plays an important role in Australian Aboriginal traditional stories. One tale of Dreamtime the summary term for world creation beliefs in Aboriginal religion and culture tells of how the bird got his unusual hornlike head crest, called a casque The poor bird was mocked by the other animals for having small wings and being unable to fly. One day, while fleeing his bullies, the cassowary ran into a rock, breaking it into pieces, one of which stuck to the top of his head. Everyone laughed at the bird, and he withdrew even further from the community. But when a group of snakes attacked, the cassowary heard the cries of the other animals and came to their rescue, using his casque to push away the predators. From then on, he was celebrated as a hero.","{meaning:""Defying Expectations"";scientific_name:""Casuarius""}",Ornithography,,,,,,,,,
Catbir,115,"A member of the Mimidae family along with mockingbirds and thrashers, the gray catbird is aptly named its call sounds just like a meowing cat. Because catbirds tend to sing from high and exposed perches, they have come to be associated with advantage. The idiom in the catbird seat, coined in the American South to describe someone in a position of power or control, was popularized by early twentieth century baseball announcer Red Barber, who claimed to have heard it while playing poker.","{meaning:""Advantage"";scientific_name:""Dumetella carolinensis""}",Ornithography,,,,,,,,,
Chickadee,116,"The humble chickadee is revered in Cherokee legend as an honest messenger. One folktale tells of an evil, shapeshifting witch called Spearfinger, named for the long, stony finger she used to attack anyone who got too close. Try as they might, the villagers were unable to destroy her that is, until a chickadee revealed that the witch s heart was located in her sharp finger. A hunter aimed his arrow at the witch s finger, killing her and confirming the helpful chickadee s trustworthiness.","{meaning:""Honesty"";scientific_name:""Poecile""}",Ornithography,,,,,,,,,
Coot,117,"The coot looks a bit like a cross between a chicken and a duck, with dark plumage, a rounded body, and large feet.; The N wa people of modern day California say that the coot, or the Earth Diver, existed in a time when only water covered the globe. All the animals and birds tried to dive down to the bottom of the sea to bring up dirt to create the land, but only the coot was successful. The bird s tenacious efforts produced the terrain we walk on today.","{meaning:""Tenacity"";scientific_name:""Fulica""}",Ornithography,,,,,,,,,
Cormorant,118,"A large black seabird, the cormorant features in folklore from around the world, typically symbolizing victory over death. In Homer s Odyssey, a sea nymph disguises herself as a cormorant and helps a shipwrecked Odysseus make it to shore. Similarly, in Norwegian folklore, it is said that the spirits of those lost at sea return to their loved ones in the form of cormorants. Associated with strength and good fortune, the bird is also a common heraldic symbol, appearing in many European coats of arms.","{meaning:""Good luck, Victory"";scientific_name:""Phalacrocorax""}",Ornithography,,,,,,,,,
Cowbird,119,"The cowbird s scientific name, Molothrus, is a combination of the Greek words meaning struggle or battle and to impregnate, alluding to its habit of laying eggs in other birds nests. Like some cuckoos, the female cowbird does not build her own nest; instead, she observes potential surrogate mothers and lays her egg in the nest of one she s confident will care for her hatchling. When she does this, the cowbird may secretly remove or destroy one of the surrogate mother s eggs, making room for her own.","{meaning:""Stealth"";scientific_name:""Molothrus""}",Ornithography,,,,,,,,,
Crane,120,"The crane s graceful beauty has given rise to dozens of myths. In Japan, where it is rumored that cranes live for a thousand years, the birds are revered as symbols of fortune and longevity.; In the story of Tsuru no ongaeshi, meaning the crane s return of a favor, a poor man nurses an injured crane back to life. After the bird is healed and flies away, the man finds a beautiful woman, who becomes his wife. She tells her husband not to come into her room until she is finished creating something that will make them wealthy. After a week, she presents him with a beautiful weaving but she appears to be ill. He sells the weaving, and she begins to make another. This time, he looks in on her, breaking his promise not to enter her room, and sees that she is the same crane he rescued. She has been disguising herself as a woman and using her own feathers to weave beautiful silks for him to sell. She tells him she can no longer stay with him now that he has discovered her secret.","{meaning:""Fortune"";scientific_name:""Grus""}",Ornithography,,,,,,,,,
Crow,121,"Crows are known around the world for their intelligence and cunning. In Aesop s Fables, an ancient Greek collection of moralistic tales, a thirsty crow comes upon a jar containing water, but the jar has a long neck, and the bird can t reach the liquid inside. Knowing if the jar tips over that the water will be spilled and wasted, the crow comes up with a brilliant plan he drops pebbles into the jar one by one, displacing the water so that it rises nearer the opening. Finally able to take a sip, the clever bird quenches his thirst.","{meaning:""Cleverness"";scientific_name:""Corvus""}",Ornithography,,,,,,,,,
Cuckoo,122,"Like the cowbird, the parasitic cuckoo is known for hiding her eggs in the nests of other bird species. Hatchling cuckoos will then push the competing chicks out of the nest and enjoy nourishment from the unsuspecting parents.; The term cuckold derives from the cuckoo. Most often, it refers to a man whose wife has been unfaithful to him, but originally, the term could be applied to an adulterer of either sex. For example, in Greek mythology, Zeus, king of the ancient Greek gods, turns himself into a cuckoo to woo the goddess Hera. The two wed, but Zeus is a notorious philanderer who fathers several children with other goddesses, nymphs, and mortal women.","{meaning:""Duplicity"";scientific_name:""Cuculus""}",Ornithography,,,,,,,,,
Dodo,123,"The dodo was a flightless bird from Mauritius that became extinct in the seventeenth century due to overhunting and habitat loss. The bird was once well adapted to its environment, with few natural predators and a wealth of food sources. However, following the arrival of the Dutch on the island in 1598, the number of dodos began to dwindle, and by the 1660s, they had died out completely.; Today, we say that something has gone the way of the dodo to mean that it has become obsolete. The fate of these birds is a tragic reminder of how quickly human activity can destroy a species.","{meaning:""Obsolescence"";scientific_name:""Raphus cucullatus""}",Ornithography,,,,,,,,,
Dove,124,"The biblical story of Noah s Ark conjures the image of a white dove carrying an olive branch in its beak, an iconic symbol of hope. After many weeks at sea, Noah sends a dove out to look for land. When the bird returns with an olive branch, Noah knows the floodwaters are receding and he will soon find safe harbor. In Christian art, the Holy Spirit often takes the form of a dove.; Earlier cultures associated the dove with love. It was a symbol of Astarte, the goddess of love and war in ancient Mesopotamia, as well as Aphrodite, the Greek goddess of love.","{meaning:""Love, Hope"";scientific_name:""Streptopelia risoria""}",Ornithography,,,,,,,,,
Duck,125,"Ducks appear in many children s stories, but perhaps most iconically in Hans Christian Andersen s The Ugly Duckling; a tale in which an unusual looking duckling is relentlessly teased by his siblings. After much hardship, the duckling finds himself welcomed into a flock of wild swans. Seeing his reflection in the water, he realizes that he is not a duck at all but a swan.; Folklore featuring ducks confused for swans and vice versa abounds, perhaps because the two species belong to the Anatidae family of waterbirds. Interestingly, in another of Andersen s stories, The Wild Swans, he modifies a traditional Norwegian tale. In the original, twelve boys are transformed into ducks, but in Andersen s version, there are eleven boys, and they become swans. In both stories, the boys sister works to restore their human form.","{meaning:""Transfiguration"";scientific_name:""Anatidae""}",Ornithography,,,,,,,,,
Eagle,126,"Reverence for these large birds of prey appears in folklore and history from around the world. A well known symbol in American and European heraldry, the eagle s association with strength may derive from its connection to the Greek god Zeus. He was said to favor the bird for its perceived strength and power.; The Roman naturalist Pliny the Elder took this a step further, writing that eagles were able to look directly at the sun without blinking and trained their offspring to do the same hence the term eagle eyed, meaning highly observant and attuned to small details.; Early Christian writers also associated the eagle with strength, emphasizing its ability to ascend heavenward. The eagle became a symbol of Saint John the Evangelist, whose gospel was thought to have a soaring, inspirational quality.","{meaning:""Strength, Focus"";scientific_name:""Accipitridae""}",Ornithography,,,,,,,,,
Egret,127,"Egrets, a type of heron, have elegant long legs and glistening white feathers. In Maori culture, the great egret called the kotuku is a symbol of rare beauty. Because only 150 to 200 egrets nest in New Zealand, the Maori coined the phrase rare as the kotuku to describe a remarkably beautiful person. Another phrase, te kotuku rerenga tahi, translates to the egret of a single flight and refers to esteemed guests who seldom visit. To spot a kotuku, or to be called one, is considered a blessing in Maori tradition.","{meaning:""Rare Beauty"";scientific_name:""Ardeinae""}",Ornithography,,,,,,,,,
Emu,128,"The national bird of Australia, the towering emu holds a prominent place in Aboriginal culture and Dreamtime folklore. The dark bands of the Milky Way are said to depict an emu in the sky, and diverse tales from various peoples tell of how the emu came to appear there.; Another story relates how the emu egg became the sun An argument broke out between Dinewan, an emu, and Brolga, a crane. Brolga threw an egg from Dinewan s nest into the sky, and the yolk of the egg transformed into the sun.","{meaning:""Celestial guidance"";scientific_name:""Dromaius novaehollandiae""}",Ornithography,,,,,,,,,
European robin,129,"So beloved are these birds that to harm or kill a European robin is to invite a curse. In Norse mythology, the robin was sacred to Thor the god of thunder and he was said to strike with lightning anyone who hurt the bird or its nest. An old British rhyme references this idea; The robin and the wren; Are God Almighty s cock and hen; Him that harries their nest; Never shall his soul have rest.; Later British folktales suggest that the robin s breast was stained red by the blood of Jesus as he was crucified. The robin sang to comfort him and, in some stories, attempted to remove his crown of thorns.","{meaning:""Compassion"";scientific_name:""Erithacus rubecula""}",Ornithography,,,,,,,,,
Finch,130,"Appreciated for their charming feathers and joyous chirps, finches have long been kept as pets. Dexterous creatures, they can be taught to perform tricks, such as ringing a bell or lifting a small bucket of food or water on a string.; Goldfinches in particular appear frequently in Renaissance depictions of the Madonna and child. They were a favorite household pet at the time, often given to children.","{meaning:""Domesticity"";scientific_name:""Fringillidae""}",Ornithography,,,,,,,,,
Flamingo,131,"These iconic pink birds may explain the origin of the mythological phoenix. Flamingo comes from the Latin flamma, meaning flame. In ancient times, travelers to the Great Rift Valley in eastern Africa would occasionally see these large reddish birds through the thick, steamy mists of near boiling volcanic lakes. The creatures were even known to drink the caustic lake water. Reports of these fire birds were passed on to the Greeks and eventually made their way throughout Europe, perhaps inspiring the tale of the phoenix, a bird said to burst into flames and then reemerge from its own ashes.","{meaning:""Survival"";scientific_name:""Phoenicopteridae""}",Ornithography,,,,,,,,,
Gannet,132,"The gannet, a seabird with a voracious appetite, is often found on islands and coasts. In the Faeroe Islands, the myth of the three gifts for Mykines tells of the importance of gannets as a food source. After islander li defeats the giant T rur Rami, T rur gives him and the island three gifts, which they can keep as long as they do not laugh at them. The first is the bottlenose whale, the second is driftwood, and the third is the gannet. li and the islanders mock the whale and driftwood, but they accept the gift of the gannet, considered a delicacy.","{meaning:"" A gift"";scientific_name:""Morus""}",Ornithography,,,,,,,,,
Goose,133,"To kill the goose that lays the golden egg is to shortsightedly destroy one s source of prosperity. The phrase derives from Aesop s Fables, but legends of waterfowl laying golden eggs can be found in many cultures. In Aesop s tale, a couple kills their goose that lays golden eggs, thinking the bird itself must be made of gold. Instead, they are left with an ordinary dead goose and no more golden eggs.; In an earlier Hindu myth, the creator god Brahma is said to have been born from a golden egg, and he is often depicted riding a goose. Ancient Egyptians, too, told of a creator god who took the form of a goose that laid a golden egg. When the egg hatched, it became the sun. These legends likely influenced Aesop s allegory.","{meaning:""Wealth"";scientific_name:""Anser""}",Ornithography,,,,,,,,,
Grackle,134,"Loud black birds with dazzling iridescent plumage, grackles are known to devastate crops with their fondness for grain. For this reason, they are most often seen as pests. Indeed, a flock of grackles is called a plague, referencing the damage a group of these birds can quickly inflict.; Grackles weren t always seen as a nuisance, however. In the late 1400s, the Aztec emperor Ahuitzotl was so enamored of great tailed grackles that he demanded they be brought from the area of modern day Veracruz to the Valley of Mexico, the center of the empire. They were considered sacred and called teotzanatl, meaning divine grackle.","{meaning:""Intrusion"";scientific_name:""Quiscalus""}",Ornithography,,,,,,,,,
Gull,135,"These coastal birds with webbed feet can be found on every continent. Creatures of the shoreline, gulls feed both on land and at sea. A Welsh myth illustrates the gulls duality The sea god Dylan envies an old man with three beautiful daughters. To claim them for himself, Dylan calls up a great storm, sweeping the women away. However, seeing their fathers heartbreak, Dylan transforms the sisters into seagulls, allowing them to travel between land and sea.","{meaning:""Duality"";scientific_name:""Laridae""}",Ornithography,,,,,,,,,
Harpy eagle,136,"Found in Central and South America, the harpy eagle, named for the mythic harpies of ancient Greece, is a massive, powerful raptor with eerily humanlike facial features. Half bird, half woman, the harpies were a type of destructive wind spirit later tasked with bringing souls to the underworld. According to legend, they were foul smelling creatures, seen as cruel and violent. Despite their namesake, harpy eagles are not cruel birds. Ironically, they are the target of human cruelty. Today, conservationists seek to end violence against these raptors, which are frequently hunted for their meat and captured for illegal trade.","{meaning:""Cruelty"";scientific_name:""Harpia harpyja""}",Ornithography,,,,,,,,,
Hawk,137,"Hawks are large birds of prey often associated with or confused for falcons. Falconry was once called hawking, and the two birds are seen as interchangeable in many cultures. Likewise, their folklore frequently overlaps. For example, the ancient Egyptian god Horus is described as hawk or falcon headed, depending on the source. Fierce predators, red tailed hawks can reach speeds of over 120 miles per hour while diving to catch their prey. It is no surprise, then, that Circe, a tempestuous Greek goddess best known for exacting swift and devastating revenge, has a name meaning circling hawk.","{meaning:""Intensity"";scientific_name:""Accipitridae""}",Ornithography,,,,,,,,,
Heron,138,"With its long, elegant legs and neck, the heron is closely related to the bittern, and the two species often overlap in mythology. The ancient Egyptian deity Bennu is depicted as a large heron. In one creation myth, he is said to fly over the waters of Nu, land on a rock, and cry out, calling forth life itself. Bennu was likely inspired by a now extinct species of giant herons that were roughly the size of adult humans. Herons were also associated with the Greek goddess Athena. In Homers Iliad, Athena sends a heron to Diomedes and Odysseus as a symbol of good luck. When they hear the cry of the bird, they pray to Athena.","{meaning:""A positive message"";scientific_name:""Ardeidae""}",Ornithography,,,,,,,,,
Hornbill,139,"Hornbills are named for their distinctive large bills, and some species have a casque, or head crest, making them valuable targets for poachers. The most iconic hornbill in popular culture might be Zazu from Disneys The Lion King, but these birds have been mythologized for thousands of years. In the northeastern Indian state of Nagaland, the yearly Hornbill Festival celebrates these birds as sacred spiritual beings. One Sumi Naga folktale tells of two lovers, Kivigho and Kahuli. While walking to their village, Kahuli became hungry, so Kivigho climbed a fruit tree for her but the branches he used to ascend the tree broke off as he climbed, making it impossible for him to get back down. Resigned to his fate, Kivigho transformed himself into a great hornbill and dropped one of his feathers into Kahulis lap. She treasured the reminder of her lover for the rest of her life. To commemorate this myth, members of various Naga peoples still use hornbill feathers in their traditional headdresses.","{meaning:""Consolation"";scientific_name:""Bucerotidae""}",Ornithography,,,,,,,,,
Hummingbird,140,"Glittering hummingbirds are named for the sound their wings make as they flutter rapidly. Small but mighty, these birds were revered by the Aztecs. Huitzilopochtli, the god of sun and war, was often depicted as a hummingbird or with a hummingbird shaped helmet. Warriors who died in battle and women who died during childbirth were said to transform into hummingbirds and join Huitzilopochtli in the afterlife. Dead hummingbirds were even carried by warriors into battle as good luck charms.","{meaning:""Might"";scientific_name:""Trochilidae""}",Ornithography,,,,,,,,,
Ibis,141,"Often found near bodies of water, the ibis is a large, graceful bird with a distinctive, downwardly curved beak. Its scientific subfamily name, Threskiornithinae, comes from the ancient Greek words for sacred bird. The ancient Egyptian deity Thoth was depicted as a man with the head of an ibis. Also known as Djehuty, meaning he who is like the ibis, he was the god of knowledge, specifically in writing and mathematics. In Hermopolis, the city dedicated to worshipping Thoth, ibises were so revered, they were mummified alongside pharaohs.","{meaning:""Knowledge"";scientific_name:""Threskiornithinae""}",Ornithography,,,,,,,,,
Jacana,142,"Jacanas long, slim toes allow them to balance on lily pads and other floating vegetation, giving the appearance of walking on water. Because of this, they are sometimes called Jesus birds, in reference to the biblical story in which Jesus walks on the Sea of Galilee. Jacana young are cared for by their fathers, who scoop them up in their wings and carry them away whenever danger approaches. This causes the adult males to appear to have many spindly legs, a bit like a supernatural half spider, half bird.","{meaning:""A miracle"";scientific_name:""Jacanidae""}",Ornithography,,,,,,,,,
Junco,143,"The dark eyed junco, a close relative of the sparrow, is a small bird with a very small genus. Commonly called snowbirds, juncos arrive at the backyard bird feeder to signal the start of winter. These diminutive birds are not bothered by winds or snow; they thrive in cold weather. When spring comes, they escape the thaw by flying to higher elevations.","{meaning:""Winter"";scientific_name:""Junco""}",Ornithography,,,,,,,,,
Kingfisher,144,"Beautiful, brightly colored birds with long, pointed beaks, kingfishers are noted for their fishing ability. The Greek alky n or halcyon, meaning kingfisher, refers to the myth of Ceyx and Alcyone. Alcyone was the wife of Ceyx, King of Trachis, and the two were deeply in love. They were known to call each other Zeus and Hera in jest, but this sacrilege angered Zeus. While Ceyx was at sea, Zeus sent a thunderbolt to destroy his ship, killing him. When Ceyx did not return, Alcyone was distraught. Hera, seeing Alcyones suffering, took pity on her and sent Morpheus, the god of dreams, to tell her what had happened to Ceyx. In her grief, Alcyone threw herself into the sea to be reunited with her husband. Out of compassion for the couple, the gods turned them both into kingfishers.","{meaning:""Devotion"";scientific_name:""Alcedinidae""}",Ornithography,,,,,,,,,
Kite,145,"These scavenging birds of prey are associated with the ancient Egyptian goddess Isis, who is often depicted with the wings of a kite. According to legend, when Isiss husband, Osiris, was killed by his jealous brother, she turned herself and her sister, Nephthys, into black kites. Just as a kite would search for carrion, the two women scavenged for Osiriss remains. Eventually, Isis was able to collect Osiriss parts and make him whole again, fanning her wings to bring him back to life. The call of a black kite is noted for its shrillness, and ancient Egyptians believed its wailing cries were those of the bereft Isis, searching for her husband.","{meaning:""Mourning"";scientific_name:""Milvus migrans""}",Ornithography,,,,,,,,,
Kiwi,146,"The national bird of New Zealand, the kiwi is a small flightless bird resembling the fruit of the same name, as its hairlike feathers take after the fur on a kiwifruits skin. A Maori legend explains how the kiwi lost its ability to fly. T ne Mahuta, the father of the forest, discovered that insects were eating his trees and making them ill. He called upon his brother, T ne Hokahoka, the god of the birds, for help. Together, they asked if a bird would come down from the sky and live on the forest floor to eat the destructive insects. Only the brave kiwi agreed. Although he knew this meant he would never fly again, he chose to protect the forest.","{meaning:""Sacrifice"";scientific_name:""Apteryx""}",Ornithography,,,,,,,,,
Kookaburra,147,"The kookaburra is a type of Australian kingfisher known for its loud, laughter like call. According to Aboriginal mythology, the creator deity Baiame commanded these birds to call out during the first sunrise so that mankind and the creatures of the world would not miss the sight. To this day, the kookaburra laughs mirthfully at the rising sun.","{meaning:""Joy"";scientific_name:""Dacelo""}",Ornithography,,,,,,,,,
Lapwing,148,"Lapwings, occasionally mistaken for plovers, are ground nesting birds with an unfortunate reputation. A group of lapwings is called a deceit, and the folklore surrounding these waders suggests why. Swedish legend tells of a servant to the Virgin Mary who fled after stealing a pair of scissors. When caught, the servant was turned into a lapwing a bird whose tail feathers appear to be severed. Whats more, the call of the lapwing sounds like Tyvit Tyvit which translates from Swedish as I stole I stole","{meaning:""Deceit"";scientific_name:""Vanellinae""}",Ornithography,,,,,,,,,
Lark,149,"Larks are known for their cheerful, melodious song. Singing even while in flight, these birds have come to be associated with carefree joy, as reflected in the phrases happy as a lark, meaning joyful, and on a lark, meaning on a whim or in a spirit of fun and playfulness. The lark also lends its name to the larkspur, a flower whose unique seedhead resembles the birds foot. Taking after its namesake, the larkspur symbolizes levity in the Victorian language of flowers. Shakespeare often references larks as carefree and happy creatures, perhaps most notably in The Winters Tale, in the breezy song of Autolycus","{meaning:""Levity"";scientific_name:""Alaudidae""}",Ornithography,,,,,,,,,
Little owl,150,"Sacred to Athena, Greek goddess of wisdom, the little owl is noted for its innate intelligence and uncanny ability to see in the dark. In ancient Athens, the sight of an owl was believed to be a favorable sign from Athena, who was often depicted with this bird by her side. A Victorian era British nursery rhyme, A Wise Old Owl, describes one who displays both keen listening and discretion There was an owl livd in an oak; The more he heard, the less he spoke The less he spoke; the more he heard.; O, if men were all like that wise bird.","{meaning:""Wisdom"";scientific_name:""Athene noctua""}",Ornithography,,,,,,,,,
Loon,151,"Excellent swimmers with unique black and white markings and haunting red eyes, loons trace their meaning to a Tsimshian legend from the Pacific Northwest coast of North America. An old man who had recently gone blind went to the lake to sing about his misery; without his sight, he could no longer gather food for his family. When the loon heard his song, it told the man to mount its back and bury his face in its feathers. The loon dove beneath the waters surface twice, and when the pair emerged, the man had regained his sight. In thanks, he gave the loon his precious shell necklace, which the bird has worn ever since a band of white against the dark plumage of its neck.","{meaning:""A helping hand"";scientific_name:""Gavia""}",Ornithography,,,,,,,,,
Lyrebird,152,"The lyrebird is named for the male birds tail feathers, which resemble a lyre a small stringed instrument similar to a harp. The lyrebird is also noted for its ability to mimic the calls of other birds. An Aboriginal Dreamtime story tells of a lyrebird who sings at a bubbling stream. The bird notices one bubble that dances along to his song. Recognizing a spirit who wants to come to life, the lyrebird watches as the bubble hatches into a little green frog. The bird takes the frog under his wing, teaching the creature to sing.","{meaning:""Mentorship"";scientific_name:""Menura""}",Ornithography,,,,,,,,,
Magpie,153,"Loud, chattering birds with lustrous black and white plumage, magpies belong to the corvid family; like the crow and raven, they are known for their intelligence, strident call, and association with superstition. The eighteenth century British nursery rhyme One for Sorrow explained what it meant to see a magpie or two or three. Most modern versions go something like this One for sorrow,; Two for joy,; Three for a girl,; Four for a boy,; Five for silver,; Six for gold; Seven for a secret never to be told.","{meaning:""Prophecy"";scientific_name:""Pica""}",Ornithography,,,,,,,,,
Mockingbird,154,"The northern mockingbirds species name means many tongues and references its mimicry skills, which result in a diverse array of calls. Beloved by gardeners, these musical birds are known to eat pests but leave fruits and vegetables untouched. In Harper Lees famous 1960 novel, To Kill A Mockingbird, the titular bird becomes a symbol of innocence. In the story, Miss Maudie Atkinson explains why its a sin to kill mockingbirds They dont do one thing but sing their hearts out for us. The passage is considered a metaphor for the plight of the wrongly accused, especially victims of prejudice","{meaning:""Innocence"";scientific_name:""Mimus polyglottos""}",Ornithography,,,,,,,,,
Nightingale,155,"Persian lore describes the rose and nightingale as symbols of perfection and beauty. Lovers who can never meet, the pair is ultimately doomed, for the rigid thorns of the perfect rose will pierce the passionate bird as they embrace. In Oscar Wildes story The Nightingale and the Rose, a student laments that the woman he loves wont dance with him unless he brings her a red rose. Overhearing this, a nearby nightingale asks a rose tree for a blossom. The tree has no blooms, but it tells the bird to sing through the night with a rose thorn piercing her heart. The nightingale does so, giving her life so that a single red rose will appear. In the morning, the student plucks the flower and offers it to his beloved, but she rejects it. Distraught, the student tosses the rose in the gutter, vowing never to pursue love again.","{meaning:""Unrequited love"";scientific_name:""Luscinia megarhynchos""}",Ornithography,,,,,,,,,
Nightjar,156,"Sometimes called nighthawks or goatsuckers, these nocturnal birds have short bills, large black eyes, and an unflattering reputation. According to Aristotle, the nightjar was thought to suckle milk from goats at night, causing the animals to stop lactating and go blind. While nightjars do tend to congregate around goats after sundown, they do so to eat the insects the livestock stir up not to drink their milk.","{meaning:""A false accusation"";scientific_name:""Caprimulgidae""}",Ornithography,,,,,,,,,
Nuthatch,157,"The nuthatch is named for its ingenious ability to crack nuts by wedging them into crevices and hammering them with its bill. In his History of Animals, Aristotle describes this shrewd skill and notes that the nuthatch and eagle are enemies. The nuthatch, he claims, with its strong beak, hatches the eagles eggs, destroying his adversarys offspring. While we can thank Aristotle for noting the birds ingenuity, this particular behavior has not been otherwise observed.","{meaning:""Ingenuity"";scientific_name:""Sitta""}",Ornithography,,,,,,,,,
Oriole,158,"Sightly songbirds with yellow and black plumage, the common name oriole applies to two unrelated groups of birds Icteridae, found in the Americas, and Oriolidae, found in Europe, Africa, Asia, and Australia. Esteemed for its music, the black naped oriole appeared on decorative badges, called mandarin squares, of high ranking court officials in China during the Ming dynasty 1368 1644. In the 1760s, during the Qing dynasty, they were adopted as the symbol for court musicians.","{meaning:""Musicality"";scientific_name:""Icteridae, Oriolidae""}",Ornithography,,,,,,,,,
Osprey,159,"A large raptor whose name derives from the Latin ossifraga, meaning bone breaker, the osprey appears in various myths and legends, often as a ferocious predator. The birds impressive fishing skills were recorded by a thirteenth century Dominican friar and Doctor of the Church, Albertus Magnus, who believed the osprey had one webbed foot for swimming and one sharply clawed talon for catching prey. Although this is not factual, the bird does have large hooked talons and barbs on the pads of its feet, perfect for capturing slippery fish.","{meaning:""Ferocity"";scientific_name:""Pandion haliaetus""}",Ornithography,,,,,,,,,
Ostrich,160,"The largest, heaviest, and fastest running land bird on Earth, the ostrich cannot fly but is noted for its legendary strength. So impressed was Pliny the Elder by these mammoth birds that he claimed they could eat every substance without distinction. Many more legends developed, including a medieval myth describing the birds ability to hatch its eggs by staring at them intently. Even more storied than the ostrich, however, are its massive eggs, the yolks of which are equivalent in terms of size and nutrition to that of about twenty four chicken eggs. As early as 4000 BCE, ostrich eggs were hollowed out, occasionally carved with intricate designs, and used as perfume containers and drinking cups. In ancient Egypt, the eggs fed pharaohs and were included in funeral rites, and in ancient Greece and Rome, they were offered to deities.","{meaning:""Strength"";scientific_name:""Struthio""}",Ornithography,,,,,,,,,
Owl,161,"Nocturnal birds with haunting cries, owls are regarded as harbingers of evil and even death in many cultures. Chaucer noted this in The Parliament of Fowls, stating, The owl too, that portent of death does bring. Shakespeare echoed the sentiment in Henry VI, Part 3 The owl shrieked at thy birth, an evil sign. But the association of owls with ill omens isnt exclusively Western; the Kikuyu people of Kenya believe the birds call warns of impending death. Owls have often been associated with witchcraft. For example, the ancient Romans believed that the Strix or Striges were witches who could transform into owl like creatures to feed on human blood. The order Strigiformes takes its name from these malevolent beasts.","{meaning:"" An ill omen"";scientific_name:""Strigiformes""}",Ornithography,,,,,,,,,
Parakeet,162,"The long tailed parakeet is an attractive bird with green, red, and blue plumage. In a folktale from northern Sumatra, Indonesia, a group of parakeets is captured by a hunter. The king of the parakeets convinces his flock to play dead so that the hunter will release them. The ruse works, and all of the parakeets manage to escape except for the king, who is taken to a palace and enclosed in a golden cage. The parakeet king is devastated, but he hatches another plan he stops eating, stops singing, and pretends to be seriously ill to convince his captors he is dying. When his cage is opened, he flies out and is reunited with his flock.","{meaning:""Reunion"";scientific_name:""Psittacula longicauda""}",Ornithography,,,,,,,,,
Parrot,163,"Large and exceptionally colorful birds, parrots have long captured the human imagination. According to a South Asian legend, the Buddha was once born as a small gray parrot. When a storm sparked a wildfire in his forest, the parrot began dipping himself in the river and desperately shaking his wings over the flames. Seeing this, a god of the heavens was moved by the little parrots efforts to save the forest. The god wept, and his tears extinguished the blaze. Charred by flames and doused in tears, the once homely parrot became an exquisite, brightly colored bird red for the fire, blue for the water, green for the forest, and yellow for the sun.","{meaning:""Bravery"";scientific_name:""Psittaciformes""}",Ornithography,,,,,,,,,
Peacock,164,"The peacock, unlike the modest female peahen, is a showy and stately bird revered as sacred in a number of cultures.; In the Middle Eastern Yazidi religion, Taws Melek Kurdish for Peacock Angel is the leader of Gods seven angels. He is responsible for all that occurs in nature the earth, sky, mountains, and sea.; In ancient Greece, the peacock was sacred to Hera and pulled the goddesss chariot. The ancient Greeks, who believed peacocks did not decay after death, associated these birds with immortality.; The Sanskrit word for peacock mayura is associated with many Hindu gods; the peacock is also the national bird of India, which is its home country. In one legend, Indra, the Hindu god of rain, was fighting the demon Ravana when a peacock shielded him by hiding him from view. To thank the bird, Indra gave him beautiful blue green feathers.","{meaning:""Reverence"";scientific_name:""Pavo cristatus""}",Ornithography,,,,,,,,,
Pelican,165,"The fascinating lore of these water birds can be traced to the Physiologus, an educational Christian text compiled in the third century by an unknown Greek author. It states that pelicans kill their young in frustration, then revive them in their remorse using their own blood, an allegory for the resurrection of Jesus. This was likely a misunderstanding of how pelicans feed their young they regurgitate food from the red pouch under their bill, pressing the pouch against their chest to empty it completely. The result is a bloody looking mess.; Medieval Christians modified this understanding, believing that, in her intense devotion, the pelican mother would wound her breast to feed her young with her own blood. Queen Elizabeth I of England even adopted this symbolism; in a famous portrait by Nicholas Hilliard, she wears a pelican pendant on her chest.","{meaning:""Duty"";scientific_name:""Pelecanus""}",Ornithography,,,,,,,,,
Penguin,166,"Penguins, with their distinguished black and white feathers and upright posture, are noted for their friendly demeanor; the birds generally have no fear of humans.; The Maori people call the Fiordland penguin tawaki, named for a god who once walked the earth as a human.; The people did not realize Tawaki was a god until he threw off his garb and dressed himself in lightning, revealing his true nature to humankind. The feathered crest of the Fiordland penguin does indeed resemble lightning.","{meaning:""Dignity"";scientific_name:""Spheniscidae""}",Ornithography,,,,,,,,,
Peregrine falcon,167,"The word peregrine, from the Latin peregrinus, means wanderer or traveler, and the peregrine falcon also called simply the peregrine is associated with a number of deities who undertook sacred journeys. The Norse goddess Freyja was said to wear a cloak of falcon feathers as she traveled between worlds. The ancient Egyptian gods Khonsu and Horus are both depicted as falcon headed men Khonsu, whose name also means traveler or wanderer, was the god of the moon, perceived to travel across the sky each night. Similarly, the sky god Horus was thought to contain both the sun and the moon; as he traversed the sky in his falcon form, so too would the sun his right eye and the moon, his left.","{meaning:""Wandering"";scientific_name:""Falco peregrinus""}",Ornithography,,,,,,,,,
