name,number,description,cloze,category,year,year_kind,pins,place_label,len,quotes,year_end,link,orientation
Zhi Gui,243,"Among the countless shades haunting Chinese folklore, the Zhi Gui stands apart as the embodiment of injustice unresolved. Her name means ""the spirit who knows"" - for she remembers the wrong that ended her life and clings to the world of the living in restless fury. Born of betrayal, violence, or deceit, the Zhi Gui cannot ascend to the underworld or be reborn until her grievance is addressed. She is the whisper in the cold corridor, the presence beside an unmarked grave, the weight of guilt upon those who have caused harm.;Ancient texts describe her as a being of liminality, caught between the yin and yang realms. The Zhi Gui appears most often at twilight or during the Ghost Festival, when the barriers between the living and the dead thin. Her origins vary - a wronged wife, an unjustly executed prisoner, a servant murdered by her master - but all share a common thread of unacknowledged suffering. In Confucian tradition, justice was not only legal but moral, and thus her haunting carried social significance: a society that ignored its injustices would forever be haunted by its Zhi Gui.;Her appearance is both beautiful and terrifying. The Zhi Gui often manifests as a pale woman clothed in the garments she died in, her long black hair loose, her eyes glimmering with blue fire. Sometimes her tongue lolls from her mouth, a mark of hanging; sometimes blood stains her robes. Unlike the hungry ghosts driven by desire, she is not drawn by greed or hunger - but by memory. Her purpose is singular: to confront those who wronged her or to seek someone who will restore her name.;In Taoist belief, the Zhi Gui exists in the shadowed intersection of fate and retribution. Her soul cannot cross the Bridge of Forgetting nor drink the tea of Meng Po until balance is restored. Priests who encountered such spirits would write petitions to the underworld or burn talismans to open the ghost's path toward peace. In some provinces, effigies of the Zhi Gui were carried to crossroads during exorcisms, her likeness painted in ashes and cinnabar to symbolically release her from the mortal realm.;Yet not all encounters end in compassion. In darker legends, the Zhi Gui exacts her own justice. She visits her murderers in dreams, whispering their crimes until madness takes them. In one tale from the Liaozhai Zhiyi, a governor who executed an innocent woman awoke each night to find her reflection staring back from his mirror - until he confessed and built a shrine in her name. In such stories, the Zhi Gui becomes both accuser and redeemer, a vessel through which wrongs are brought to light.;The Zhi Gui also reflects a deeper philosophical truth within Chinese cosmology: that the living and the dead are bound by moral resonance. When harmony is broken by cruelty, nature itself responds. The rustling of bamboo outside a courtroom, the extinguishing of lamps before confession - such were signs that a Zhi Gui lingered, reminding mortals that no secret remains buried forever.;Over centuries, she transformed from a symbol of vengeance into one of empathy. Dramatists of the Ming and Qing periods reimagined her as a tragic figure - the loyal concubine, the faithful servant, the forgotten daughter - whose suffering demanded remembrance, not fear. Temples erected small altars for anonymous spirits, inviting Zhi Gui to rest. Her story became part of moral theatre, teaching that acknowledgment of guilt is the only exorcism that endures.",,,,,,,,Spirit of wrongful death,,,
Zhizhu Jing,244,"In the vast web of Chinese demon tales, few spirits are as alluring and complex as the Zhizhu Jing - the Spider Spirit. Both feared and revered, she threads her way through legend as a weaver of destiny, a seductress, and at times, a protector. Her name combines zhizhu (spider) and jing (spirit or demon), a term used for supernatural beings who achieve awareness and power through centuries of meditation or vengeance. Unlike mere monsters, the Zhizhu Jing is born of patience and persistence - qualities that mirror both her human and arachnid halves.; Earliest tales trace her presence to the Strange Tales of Liaozhai Zhiyi and regional folklore of the Ming and Qing periods, where she often appeared as a woman of unmatched beauty living in isolation. She enticed men who trespassed into her domain, her charm disarming their reason. Only when the moonlight revealed her true form - the glistening abdomen of a giant spider - would they realize their doom. Yet, in some accounts, she spared those who showed kindness or sincerity, suggesting that within her monstrous form lay a heart capable of mercy.;Physically, the Zhizhu Jing is described with unsettling elegance. Her human face bears the serenity of a goddess, but her lower body betrays her origin: a spider with long, slender legs and a lacquered carapace that glimmers like jade or gold. Her silk is said to be magical - spun from emotion itself. When she weaves out of love, it shines with soft light and grants protection; when she spins from anger or jealousy, it traps souls and drains their life. Her duality embodies the balance between creation and destruction, both bound in the same thread.;Legends often intertwine her story with themes of forbidden love. In one famous account, a Zhizhu Jing fell in love with a scholar who recited poetry beneath her tree. For seven nights she listened unseen, weaving silk garments for him in secret. When her true form was discovered, he recoiled in horror, and her heartbreak poisoned the grove - the silk turned to ash, and she vanished into mist. This tale, often retold in shadow plays and opera, captures her tragic yearning for acceptance despite her monstrous nature.;Within Taoist and Buddhist cosmologies, spider spirits occupy an ambiguous realm. They are creatures of patience and artistry, embodying the virtue of focus but also the danger of obsession. Some sutras describe them as beings who fell from enlightenment through vanity, reincarnated as spiders to weave endlessly in pursuit of perfection. Others see them as guardians of karmic justice - weaving the invisible net that binds cause to effect, reminding mortals that every action spins a consequence.;In rural folklore, Zhizhu Jing took on a more protective role. Women prayed to her for dexterity in weaving and embroidery, leaving offerings of red thread or silk at the corners of their homes. Spiders found in the house were not killed but greeted as ""Little Grandmother"" - an incarnation of the Spider Spirit bringing good fortune. Her duality as both destroyer and benefactor reflected the moral rhythm of Chinese belief: that even demons may serve the Dao when in balance.; silk paintings, she appears draped in crimson veils, her spider legs concealed beneath trailing robes. In literature, she embodies the eternal tension between nature and desire - a being who seeks connection yet is fated to solitude. The Zhizhu Jing reminds us that love, like a web, can ensnare as easily as it shelters, and that what we fear most often mirrors the fragility of our own hearts.",,,,,,,,Spider spirit of deception,,,
Zhu huo Gui,245,"The stories of the Zhu Huo Gui begin not with its birth, but with its burning. In ancient villages, people whispered of a soul that rose from flames - a human consumed by fire whose spirit refused to die. The charred dead, it was said, could not pass through the gates of the underworld, for their bodies had been undone by that which purifies and destroys. The Zhu Huo Gui thus wandered between worlds, a torch of endless suffering, its very existence a contradiction: life trapped within fire.;Some tales place its origin in accident - a merchant's home set ablaze by a lightning strike, or a kitchen fire that devoured an entire family. Others hint at darker causes: an arsonist who perished by his own flame, or a vengeful ghost reborn through the fire that once took her life. Whatever its beginning, the Zhu Huo Gui is always tied to human neglect or cruelty, for fire in Chinese cosmology is not evil, only misused. When turned toward malice, it breeds spirits that burn without light - ghosts that seek neither warmth nor rest.;Eyewitness accounts describe a figure that glows faintly in the dark, flickering like a candle seen through fog. It moves in silence, yet its presence warms the air, sometimes so subtly that those who pass near it begin to sweat. The ghost's eyes are twin coals, its voice a low hiss like wood splitting in a hearth. When angered, it bursts into full flame, setting straw and wood alight, only to vanish as suddenly as it appeared. Yet where it walked, ash often forms into footprints, as if the earth itself remembers.;Temples once held rituals to appease such spirits, believing the Zhu Huo Gui to be both victim and warning. Monks would offer bowls of water and burned paper effigies, calling upon the fire god Zhurong to guide the lost soul to peace. In some Taoist traditions, these ghosts were said to gather around cremation sites or destroyed homes, unable to separate their essence from the heat that birthed them. Only water blessed at midnight could soothe their agony, and so villagers poured it at the thresholds of the newly dead to prevent fiery hauntings.;But the Zhu Huo Gui was not always seen as purely vengeful. In certain mountain provinces, its appearance was taken as an omen - a herald of drought or of the wrath of Heaven. When a ruler governed with cruelty or a temple neglected its sacred flame, witnesses claimed to see a burning figure walking the streets, silent and accusing. Scholars interpreted it as the spirit of moral consequence, the embodiment of human corruption illuminated in fire.;There are darker stories, too - of travelers drawn toward its flickering glow at night, mistaking it for lanternlight. By the time they reached the dancing flame, they found themselves surrounded by smoke that stole their breath, their lanterns extinguished by invisible heat. Survivors, if any, spoke of a shadow within the fire, weeping as it burned. To hear its cry was to feel one's own body fever with phantom heat, as if the spirit's pain sought companionship.;Poets of the Tang era gave the Zhu Huo Gui tragic dignity. They wrote of it not as a monster, but as a mirror of fate - the soul that refused oblivion, clinging to the spark of what once was life. ""The fire burns,"" one poet wrote, ""but it is the memory that sears."" Even now, the Zhu Huo Gui endures as a lesson etched in smoke: that passion, anger, and guilt are flames of their own kind, and that once kindled, they burn far beyond the body's end.",,,,,,,,Ghost born of Fire,,,
Bashe,246,"In the lush and haunted jungles of southern China, whispers tell of a serpent so vast it could swallow an elephant whole. The creature is called Bashe, its name translating simply as ""to swallow"" - a word that echoes like a hiss through centuries of fear. Ancient texts such as the Shan Hai Jing describe it as a monstrous snake living in the forests of Mount Daxia, a beast so immense that even the ground trembled beneath its coils. For those who glimpsed its shadow, survival was never guaranteed.;Unlike the dragons of Chinese legend, the Bashe is not divine. It belongs to the older, darker order of creatures born from untamed earth and bottomless hunger. Its power lies not in creation but in consumption. It feeds on elephants, beasts of might and size, and it does so in a single gulp - an image that ancient storytellers used to express the terrifying potential of unchecked appetite. The snake's skin was said to shimmer with damp luster, each scale marked like ancient bronze mirrors, glinting as though reflecting every life it had devoured.;A popular saying in the Han era warned travelers: ""When the river runs silent, the Bashe sleeps."" For the beast was not only a creature of the jungle but a spirit of stillness and ambush. It was said to wait beneath the canopy for days, unmoving, its scales blending with moss and bark. Then, with one thunderous motion, it struck - swallowing its prey so swiftly that even sound could not follow. Legends claim that when it digests an elephant, storms gather for three days, and lightning circles the mountains where it hides.;Some later scholars saw in the Bashe a metaphor rather than a monster. To them, it was the embodiment of human greed - the appetite that consumes without satisfaction, swallowing strength and wisdom alike. The philosopher Liu An, in his commentary on natural omens, wrote that when a Bashe appears, ""rulers will devour their people, and the land will tremble with imbalance."" Thus, the serpent's hunger became a mirror for tyranny, a natural omen of moral decay.;Yet not all regarded it with hatred. Certain Daoist sects treated the Bashe as a guardian of secret knowledge, a symbol of the eternal cycle of transformation. In consuming the elephant - a symbol of might and wisdom - the serpent was thought to absorb both, merging brute power with hidden insight. Its venom, believed to contain the essence of life and death, was sought by alchemists seeking immortality. A single drop, they said, could either destroy the body or transmute the spirit.;There are tales, too, of those who survived its presence. Hunters who found shed scales the size of shields and claimed they carried strange luck - bringing rain to parched fields or misfortune to those who kept them out of greed. The shimmering fragments were sometimes offered to mountain shrines, where priests burned incense to pacify the great serpent's spirit. They believed the Bashe was not evil but ancient, an elemental being older than men's words, whose hunger maintained balance in the wild.;Even in modern retellings, the Bashe remains a symbol of awe and caution. Some scholars have drawn parallels between it and the prehistoric titan snakes of distant lands, while storytellers still describe it coiling beneath rivers or deep ravines. In art, its image slithers through scrolls and temple carvings - not as villain, but as force. The Bashe reminds the living that appetite, whether of body or ambition, can both sustain and destroy. Beneath its glittering scales lies an ancient warning: that to swallow too much of the world is to drown in its silence.",,,,,,,,Elephant Devorer,,,
Jiangshi,247,"Moonlight reveals it first - a shadow that moves with no breath, no sound of footfall, only the dull thud of a stiff body leaping through the night. The Jiangshi, or ""hopping vampire,"" is one of China's most enduring terrors: a corpse that refuses to rest, animated by corrupted qi and a soul that has forgotten how to die. Both ghost and body, it is neither the living nor the dead, but something suspended in between, drawn by hunger, rage, and an ancient misunderstanding of life's boundaries.;The origins of the Jiangshi lie deep within Qing dynasty superstition, yet its roots stretch further into the philosophy of death itself. Taoist belief divides the soul into hun (spirit-soul) and po (body-soul). When death occurs in balance, the hun ascends while the po returns to the earth. But when that harmony is broken - by violent death, improper burial, or the interference of dark sorcery - the corpse may rise, driven by its earthly po, unaware that its human life has ended. Thus, the Jiangshi leaps into being: a creature powered by imbalance, sustained by the breath of yin energy.;Taoist priests traveling across provinces at night, guiding corpses home for burial by binding them upright and ""walking"" them through the dark. When lightning struck or the incantation failed, one corpse would rise, possessed by its own restless energy. The priest's chants turned to panic, and what was once a ritual became a haunting. In other stories, the Jiangshi is a person who died holding onto rage - a betrayed soldier, a greedy magistrate, a soul unwilling to surrender its grasp on the world.;Its body is unmistakable: stiff, unyielding, with skin pale or bluish from rot, fingernails hardened into claws. Because its joints cannot bend, it moves by hopping, propelled by an unnatural surge of qi through its limbs. The yellow talisman paper affixed to its forehead - written in cinnabar ink with Taoist incantations - serves both as seal and restraint, binding the creature's soul within its decaying form. If the charm is torn or fades with time, the Jiangshi regains awareness - a moment of tragic lucidity before the hunger for life overwhelms it again.;Contrary to Western vampires, the Jiangshi does not drink blood alone; it feeds on the vital essence - the qi - of the living. Victims describe the encounter as sudden paralysis, an icy grip, and a draining numbness as their spirit is consumed. The creature's breath is said to carry frost, and its presence darkens lanterns. Yet sunlight, rooster's crow, or the mirror's reflection can repel it, for these embody the order and clarity it has lost.;The Jiangshi represents life extended beyond nature's design - greed for longevity twisted into monstrosity. Many tales warn of alchemists who sought immortality through elixirs or necromancy, only to awaken as Jiangshi, condemned to unending decay. Others speak of filial devotion - families who could not let their dead go, performing forbidden rites that brought them back half-alive. In these versions, the creature's tragedy is not its hunger, but the love that refused to release it.;Taoist priests developed countless methods to subdue them: mirrors to confuse, peachwood swords to disrupt yin energy, and talismans inscribed with verses of the Dao De Jing to remind the wandering soul of its forgotten harmony. Even garlic and rooster blood found symbolic use, not for their chemical power but their purity of yang - a counter to the cold yin animating the corpse. Ritualists described these acts as restoring the cosmic rhythm, coaxing the ghost to rest rather than destroying it outright.",,,,,,,,Hopping Corpse,,,
Luo Shi Yaoguai,248,"At the heart of Henan's ancient legends flows the Luo River, a place once believed to be a mirror between worlds. There, where the current gleams like liquid glass, dwells the Luo Shui Yaoguai - the Demoness of the River Luo. She is said to be born from the river's sorrow, the lingering spirit of beauty drowned by betrayal, whose grief fused with the water until woman and current became one. Her name carries warning and wonder alike: yaoguai, a demon; yet Luo Shui, the sacred stream once praised by poets as the cradle of divine maidens.;The earliest whispers of her tale come from Han and Jin dynasty poetry, though transformed through centuries into darker shapes. Some say she was once a court lady unjustly accused and drowned beneath the palace bridge, her last breath mingling with moonlight and silt. Others claim she is the shadow of the goddess Luo Shen, corrupted by centuries of forgotten worship - the beauty who once embodied love now warped into envy by neglect. Whatever her birth, all agree that her laughter ripples through the mist and that her tears raise floods when the moon grows red.;Those who have seen her describe not a monster but an apparition of impossible grace. The Luo Shui Yaoguai appears as a young woman cloaked in flowing robes that merge with the river's surface, her hair drifting like waterweeds. When she weeps, the current turns cloudy; when she smiles, the surface glimmers with light brighter than dawn. Yet to meet her gaze is perilous - her eyes reflect the viewer's soul, revealing guilt, desire, and secrets that were meant to remain buried. Many who glimpsed their own reflection in her stare were said to walk into the water willingly, entranced by their own sins.;In Taoist cosmology, water is the element of memory, and so her power lies in remembrance. She gathers lost voices - those of the drowned, the forgotten, the betrayed - weaving them into the river's song. On moonless nights, travelers hear her whisper their names from the mist, and fishermen leave offerings of incense and rice wine at the riverbank to appease her. She is not purely vengeful; she guards those who respect her domain. But the arrogant and the cruel she drags beneath the water, their last cries silenced beneath the mirror surface that once reflected their vanity.;Temples once lined the banks of the Luo to honor her twin aspects - the Luo Shen of purity and the Luo Shui Yaoguai of vengeance. Priests warned that balance must be kept between worship and fear. During droughts, women prayed to her for rain, and when floods came, men burned talismans to seal her rage. It was said that when offerings of silk were floated upon the river and sank swiftly, her anger had been soothed. But when they drifted unclaimed, the villagers barred their doors, for she would walk that night.;Artists of the Tang and Song dynasties captured her dual nature in brush and ink - a river goddess with eyes like water and a serpent's smile. In later folklore, she was said to rise during the Ghost Festival, her voice echoing from the mist to guide lost spirits home, her form dissolving into countless droplets before dawn. Some claimed that on certain nights, when moonlight meets fog, her silhouette still glides along the riverbank, humming softly the melody of unfulfilled love.; Her legend endures because it speaks to the mirror we all fear to face - the reflection that shows both beauty and ruin.",,,,,,,,Demoness of the river of mirrors,,,
Hakutaku,,"Habitat: remote, holy mountains Diet: unknown; likely herbivorous Appearance: Hakutaku are wise chimerical beasts that resemble white oxen. They have nine eyes—three on their head, and three on each of their broad sides. They have a pair of horns above each set of eyes. Hakutaku live in remote mountains. They speak human languages and are knowledgeable about all things. They are extremely rare, only manifesting during the reign of a wise and virtuous leader. A hakutaku’s appearance is considered to be an extremely good omen. Interactions: Because of the incredible knowledge that hakutaku possess, paintings of them were popular in Japan during the Edo period. Hakutaku images and icons were kept as good luck charms and as wards against evil spirits, disease, and other y_kai. Because hakutaku know all, it was believed they repelled evil things. Origin: The hakutaku, like many other holy beasts, originally comes from Chinese legends. In China, it is known as the bai ze. Legends: Long ago, a hakutaku taught the Chinese emperor Huangdi (c. 2698–2598 BCE) the names of the various kinds of y_kai and monsters in the world. The emperor was performing an imperial tour of all his lands. In the east near the sea, he climbed a mountain, and there he encountered a hakutaku. The two spoke about a great number of things. The hakutaku told the emperor that in all of creation there were 11,520 different kinds of y_kai. The emperor recorded everything the hakutaku had said, which was preserved in a volume known as the Hakutaku zu (The Book of the Hakutaku). This encyclopedia recorded the names of every kind of y_kai along with what kind of evils they perform, the disasters they bring, as well as how to deal with them. Unfortunately, the Hakutaku zu was lost long, long ago. No surviving copies exist. However, fragments of it were copied into other texts, so bits and pieces of the hakutaku’s wisdom remain. While the hakutaku is most commonly associated with China, Japanese stories also exist. A legend from the end of the Edo Period describes a hakutaku encounter in Toyama Prefecture. It occurred on Tateyama, one of the tallest and holiest mountains in Japan. The hakutaku, called a kutabe in this legend, warned people that a deadly plague would soon sweep through the lands. The kutabe instructed them that anyone who painted its image and hung it in their home would be protected from sickness and harm. Since then, the hakutaku has been revered and even worshiped as a protective spirit of medicine.",,,,,,,,,,,
Kudan,,"Translation: nonewritten with characters that mean “human” and “cow” Habitat: farms, particularly in Ky_sh_ and western Japan Diet: never survives long enough to feed on anything but its mother’s milk Appearance: Kudan are prophetic creatures that take the form of cows with human faces. Very rarely, they also take the reverse appearance: a cow’s face on a human body. They are born from cows and can speak human languages. The birth of a kudan is believed to be an omen of some significant historical event. Behavior: Kudan are born with the ability to speak. Just after birth, a kudan will deliver one or more prophecies. The content of their prophecies varies. Sometimes kudan speak of great harvests or terrible famines. Sometimes they foretell plagues, droughts, or other disasters. Sometimes they predict terrible wars. Whatever it is, the prophecy of a kudan never fails to come true. Tragically, a kudan always dies soon after speaking its prophecy. Origin: Kudan are a relatively recent y_kai, having entered the public consciousness near the end of the Edo Period. This was an era of great social and political upheaval. The fall of the sh_gunate and the restoration of imperial authority, combined with the rapid changes brought about by the opening of trade with the West caused widespread uncertainly and turmoil throughout Japan. During this time, stories of kudan being born were published in newspapers across the country. Among the events predicted by kudan are the Russo-Japanese War and the Pacific War. Because of their uncanny ability to see the future, the word of a kudan was viewed as absolute truth. During the Edo period, newspapers looking to add emphasis to a story would include the words kudan no gotoshi, or, “just as if a kudan had said it” to their articles. This phrase is still used today as a way of assuring readers of the veracity of a story. Because of their reputation for honesty, images of kudan were used as talismans for good luck, prosperity, and protection from sickness and disaster. Newspapers advised their readers to hang the printed images of kudan in their houses for protection and good fortune. Kudan were such popular y_kai that their taxidermized remains were often carted around in traveling sideshows. These objects were made of stillborn deformed calves, or of different animal parts stitched together to create a chimera-like stuffed animal. Audiences could pay a small fee to peek at these specimens and receive some of their good luck. A few of these preserved kudan survive in museums today. ",,,,,,,,,,,
Kotobuki,,"Alternate names: j_ Habitat: unknown; supposedly lives in India Diet: unknown; likely herbivorous Appearance: The kotobuki is an auspicious chimerical beast whose body is made up of parts from the twelve animals of the Chinese zodiac. It has the head of a rat, the ears of a hare, the horns of an ox, the comb of a rooster, the beard of a sheep, the mane of a horse, the neck of a dragon, the back of a boar, the shoulders and belly of a tiger, the front legs of a monkey, the rear legs of a dog, and the tail of a snake. A number of alternate versions exist as well, swapping the body parts for different zodiacal animals. Origin: The kotobuki first appeared in the Edo Period. Woodblock prints of it were popular gifts. Little explanation about the creature was included in these prints, other than that it was said to come from India and could understand human speech. Merely possessing an image of the kotobuki was believed to protect a person from sickness and disease and bring good fortune to their home. Good luck charms featuring the various animals of the zodiac were popular in the Edo Period, especially during the New Year season. While it is traditional to give presents and display artwork with the new year’s zodiac sign on it, an image with all twelve zodiac signs was even luckier. Even without any explanation, people recognized the twelve zodiac animals hidden in this beast. Furthermore, the word kotobuki connotes celebration and congratulations. This made the kotobuki instantly identifiable as a powerful and auspicious creature. Sh_ Chiku Bai While the twelve animals of the zodiac are instantly recognizable as lucky images, it isn’t only animals which have that symbolism. Plants are used in the same way too. During the winter, the three most common auspicious plants are pine ( sh_), bamboo ( chiku), and plum ( bai). They are known as saikan no sany_ (the three friends of midwinter) due to the fact that they remain healthy even in the cold of winter. This makes them perfect for New Year decorations. Botanical displays called kadomatsu which decorate the front doors of shops and houses are made of these three plants. The sh_ chiku bai motif has been used since the Heian Period in clothing, paintings, greeting cards, product packaging and just about every other form of art that exists. These plants, like the kotobuki, are recognizable as symbols of prosperity and congratulations.",,,,,,,,,,,
My_bu,,"Nigawarai __ Translation: bitter smile Habitat: human-inhabited areas Diet: cynicism and ill-will Appearance: Nigawarai are large, ugly y_kai with horns and green-tinged, hairy bodies. They wear dirty rags. Their hairy mouths are twisted into what looks like a forced smile. Their hands end in sharp, poisonous claws which can paralyze small animals. Behavior: Nigawarai are created out of the negative feelings of human beings—particularly ill-humor and forced, feigned amusement. As their name suggests, they are related to the uncomfortable smiles that people make when trying to hide feelings of discomfort. They cause ill-will, disgust, and encourage arguments among those around them. They both feed off and spread these negative feelings. Interactions: The poison from a nigawarai’s claws can be used in cooking, which makes food terribly bitter. However, it also has the ability to cure stomach pain. This makes nigawarai a useful y_kai for medicinal purposes. Origin: The earliest references to nigawarai go back to the Muromachi period where they appear in long picture scroll paintings depicting the night parade of one hundred demons. The monsters in these scrolls appeared with no descriptions, so the artist’s original intentions for this y_kai are unknown. Over the centuries, nigawarai was copied over and over onto other y_kai scrolls. Later artists invented its name and came up with its description. Through the work of numerous artists over many years, nigawarai gradually evolved the traits that it is known for today.",,,,,,,,,,,
Nigawarai,,"Translation: bitter smile Habitat: human-inhabited areas Diet: cynicism and ill-will Appearance: Nigawarai are large, ugly y_kai with horns and green-tinged, hairy bodies. They wear dirty rags. Their hairy mouths are twisted into what looks like a forced smile. Their hands end in sharp, poisonous claws which can paralyze small animals. Behavior: Nigawarai are created out of the negative feelings of human beings—particularly ill-humor and forced, feigned amusement. As their name suggests, they are related to the uncomfortable smiles that people make when trying to hide feelings of discomfort. They cause ill-will, disgust, and encourage arguments among those around them. They both feed off and spread these negative feelings. Interactions: The poison from a nigawarai’s claws can be used in cooking, which makes food terribly bitter. However, it also has the ability to cure stomach pain. This makes nigawarai a useful y_kai for medicinal purposes. Origin: The earliest references to nigawarai go back to the Muromachi period where they appear in long picture scroll paintings depicting the night parade of one hundred demons. The monsters in these scrolls appeared with no descriptions, so the artist’s original intentions for this y_kai are unknown. Over the centuries, nigawarai was copied over and over onto other y_kai scrolls. Later artists invented its name and came up with its description. Through the work of numerous artists over many years, nigawarai gradually evolved the traits that it is known for today.",,,,,,,,,,,
Donotsura,,"Alternate names: akahadaka Habitat: unknown Diet: as a human Appearance: D_notsura’s body appears much like that of a human’s, except that it is missing everything from the neck up. Its extremely large facial features are prominently displayed on its torso, as its name implies. Origin: D_notsura appears on y_kai picture scrolls, but only in name and image. Like many y_kai originating in picture scrolls, no stories or descriptions from folklore exist to explain what it does or where it comes from. However, its most likely origin is from a play on words. There is an expression in Japanese— dono tsura sagete—which is used to scold a person who is inappropriately unashamed when they should be too embarrassed to show their face. The figurative meaning of this idiom is to lower a mask over one’s face (as in, “How dare you come here wearing that face!”). D_notsura seems to be a stricter interpretation of this idiom; its face has been literally lowered down to his torso.",,,,,,,,,,,
Shumoku musume,,"Translation: hammer girl Habitat: mountain passes and lonely roads Diet: unknown Appearance: Shumoku musume looks like a human girl with one exception: she has a bald head with long eyestalks protruding from the sides of her head, causing her to resembling a hammerhead shark or a slug. Her eyestalks end in enormous, round eyeballs. She wears a furisode kimono—a style worn by young, unmarried women. Origin: Shumoku musume is not a major y_kai yet her image is fairly well known. This is because she was included in obake karuta, a y_kai-themed version of a popular children’s card matching game. Although no story accompanies her in obake karuta, her card says that she jumps out to scare travelers in the Usui Pass separating Gunma and Nagano Prefectures. The word shumoku refers to the wooden hammers used to ring temple bells. It is the same word that gives hammerhead sharks their Japanese name: shumokuzame. It is possible that shumoku musume is actually the tsukumogami of a bell hammer, but it is not clear. Her name may be a reference to the shape of her head and nothing else. Spooky Card Games Karuta is a playing card game which was invented in the 16th century. It is a competitive game between two or more players, with one more person acting as a reader. The cards are laid out on the floor with their images facing up. The reader recites a proverb, while each player searches for the corresponding card and tries to take it before the other players can. Whoever collects the most cards wins. During the Edo period, a variation of karuta known as obake karuta became popular. Each obake karuta card has a picture of a y_kai and a single hiragana character on its front. Rather than proverbs, the reader gives clues which describe the y_kai and correspond to the hiragana character on the image. Obake karuta was especially popular among children because of its subject matter and as a tool for teaching reading.",,,,,,,,,,,
Kanazuchibo,,"Translation: hammer monk Alternate names: daichi uchi (earth striker), _ari (giant ant), yari kech_ Appearance: Kanazuchib_ is an odd-looking y_kai which has been depicted in several different ways by different artists. It usually has long flowing hair, big buggy eyes, and a beak-like mouth. Sometimes it appears bird-like, while other times it is a grotesque, misshapen goblin-like creature. It holds a large mallet over its head, ready to strike another y_kai. Origin: A mallet-wielding y_kai appears in many of the earliest y_kai picture scrolls with no name or description. Various names like kanazuchib_ and daichiuchi were invented during the Edo period. No description of kanazuchib_’s behavior was ever recorded. Many y_kai scholars have made guesses at its true nature. It may be a spirit of cowardice. Its posture and its hammer evoke the proverbs “to strike a stone bridge before crossing” (i.e. to be excessively careful before doing anything) and “like a hammer in the water” (i.e. to stare at the ground and watch your steps; walking like a hammer in a river, with its heavier head sinking below the surface, and its lighter wooden handle floating above it). Perhaps this is a y_kai which haunts cowards. Or perhaps it turns people into cowards when it haunts them. Toriyama Sekien included a version of kanazuchib_ in his book Hyakki tsurezure bukuro. He re-imagined it as a tsukumogami born from a keyari—a hairy spear used as decoration and in parades. He dubbed this y_kai it yari kech_, or “spear hair chief.” Okka __ Translation: a baby-talk corruption of obake (monster) Alternate names: akaheru, chikarakoko, gamanoke (frog spirit); countless others Appearance: Okka is a small, bulbous y_kai. It is a round, bright red creature with big eyes, two clawed feet, and a diminutive tail. There are many variations of this y_kai, separated by minor differences in color, number of appendages, facial features, and hair. Origin: Okka appears in many old y_kai picture scrolls. Since it was originally unnamed, countless names have been invented to describe this y_kai. The word okka is a baby-talk variation of obake, a generic term ghosts and monsters. There is an established pattern of monsters being named in baby-talk; waira, otoroshi, gagoze, and uwan are all thought to be baby-talk variations of local words for scary things. Based on its appearance, some scholars have suggested that okka may be a frog spirit. It has also been suggested that okka may be a tsukumogami, as it appears alongside other tsukumogami in paintings. Though it was never given a name or an explanation, okka remains a common sight in y_kai picture scrolls. It is frequently the target of kanazuchib_’s hammer. However, this may be no more than a coincidence. Painters frequently copied y_kai straight from earlier scrolls, and without any description there is no way of knowing if the original painting of okka was placed with kanazuchib_ for a specific reason or only because they looked amusing together. 28",,,,,,,,,,,
Sunekosuri,,"Translation: shin rubber Alternate names: sunekkorogashi, sunekkorobashi, sunekajiri Habitat: human-inhabited areas Diet: omnivorous Appearance: Sunekosuri are small, mischievous spirits from Okayama Prefecture. They appear on rainy nights in streets and alleys where people travel. They are most often described as dog-like in appearance, though they are occasionally said to resemble cats. Interactions: Sunekosuri run up behind people who are walking on dark, rainy nights. They rub against their shins, weave in and out of their legs, nuzzle against the knees, and otherwise make it difficult to walk. Although their nuzzling is often aggressive enough to make a person stumble or even fall, sunekosuri do not intentionally harm humans. A few local variations of this y_kai are slightly more dangerous. Sunekkorogashi and sunekkorobashi both mean “shin toppler.” Sunekajiri means “shin biter.” Although not malevolent like other kinds of y_kai, these spirits are blamed for the occasional tumble, and ensuing bruises or bloody noses. Origin: Sunekosuri is a relatively modern y_kai. It did not appear in writing until Sat_ Seimei’s 1935 y_kai encyclopedia Genk_ zenkoku y_kai jiten, although it is impossible to tell how far back oral traditions go. Despite its newness, it has appeared a number of times in manga and film. Due to its cute depictions and pet-like nature it has become a well-known and well-loved y_kai.",,,,,,,,,,,
kosamebo,,"Habitat: mountain roads Diet: as a human; likely follows a monk’s diet Appearance: Kosameb_ are y_kai which look like Buddhist monks. They loiter about empty mountain roads at night. As their name implies, they only appear during nights when light rain is falling. Interactions: Kosameb_ accost travelers and beg for alms like spare change, spare food, or bits of millet to eat. Though frightening, disturbing, and perhaps a bit annoying, they do not pose any serious danger to humans. Origin: Kosameb_ is described by Toriyama Sekien in his y_kai encyclopedia Konjaku hyakki sh_i. Sekien describes them as appearing on the roads going through Mount Omine and Mount Katsuragi, two holy mountains in Nara Prefecture with popular pilgrimage trails. They are also part of the local folklore of the Tsugaru region of Aomori Prefecture.",,,,,,,,,,,
