id,character_id,character_name,archeotype,element,skill_slot,name,description,target,effects,level_acquisition,max_upgrades,upgrade_notes,cooldown_rounds
SK0081,024,Libra,ranger,Dendro,1,Vine Precision Shot,"Libra channels Dendro power through vine precision shot, applying entangle pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0082,024,Libra,ranger,Dendro,2,Bloom Skirmish Step,"Libra channels Dendro power through bloom skirmish step, applying entangle pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0083,024,Libra,ranger,Dendro,3,Thorn Suppressing Volley,"Libra channels Dendro power through thorn suppressing volley, applying entangle pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0084,024,Libra,ranger,Dendro,4,Canopy Finisher Lane,"Libra channels Dendro power through canopy finisher lane, applying entangle pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0085,025,Ivy,ranger,Dendro,1,Vine Precision Shot,"Ivy channels Dendro power through vine precision shot, applying entangle pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0086,025,Ivy,ranger,Dendro,2,Bloom Skirmish Step,"Ivy channels Dendro power through bloom skirmish step, applying entangle pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0087,025,Ivy,ranger,Dendro,3,Thorn Suppressing Volley,"Ivy channels Dendro power through thorn suppressing volley, applying entangle pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0088,025,Ivy,ranger,Dendro,4,Canopy Finisher Lane,"Ivy channels Dendro power through canopy finisher lane, applying entangle pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0089,026,Merlyn,magician,Dendro,1,Vine Sigil Bolt,"Merlyn channels Dendro power through vine sigil bolt, applying entangle pressure with magic damage + status seed.",Single enemy,magic damage + status seed,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,1
SK0090,026,Merlyn,magician,Dendro,2,Bloom Catalyst Weave,"Merlyn channels Dendro power through bloom catalyst weave, applying entangle pressure with magic amplification stack.",Self,magic amplification stack,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,2
SK0091,026,Merlyn,magician,Dendro,3,Thorn Field Distortion,"Merlyn channels Dendro power through thorn field distortion, applying entangle pressure with aoe damage + debuff spread.",All enemies,aoe damage + debuff spread,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,3
SK0092,026,Merlyn,magician,Dendro,4,Canopy Grand Invocation,"Merlyn channels Dendro power through canopy grand invocation, applying entangle pressure with burst damage + control chance.",Primary enemy and adjacent,burst damage + control chance,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,4
SK0093,027,Cordie,ranger,Dendro,1,Vine Precision Shot,"Cordie channels Dendro power through vine precision shot, applying entangle pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0094,027,Cordie,ranger,Dendro,2,Bloom Skirmish Step,"Cordie channels Dendro power through bloom skirmish step, applying entangle pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0095,027,Cordie,ranger,Dendro,3,Thorn Suppressing Volley,"Cordie channels Dendro power through thorn suppressing volley, applying entangle pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0096,027,Cordie,ranger,Dendro,4,Canopy Finisher Lane,"Cordie channels Dendro power through canopy finisher lane, applying entangle pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0097,029,Mertillier,buffer,Dendro,1,Vine Tactical Verse,"Mertillier channels Dendro power through vine tactical verse, applying entangle pressure with attack up + speed up.",Single ally,attack up + speed up,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,1
SK0098,029,Mertillier,buffer,Dendro,2,Bloom Tempo Call,"Mertillier channels Dendro power through bloom tempo call, applying entangle pressure with cooldown acceleration.",All allies,cooldown acceleration,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,2
SK0099,029,Mertillier,buffer,Dendro,3,Thorn Disrupting Note,"Mertillier channels Dendro power through thorn disrupting note, applying entangle pressure with debuff accuracy down + slow.",All enemies,debuff accuracy down + slow,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,3
SK0100,029,Mertillier,buffer,Dendro,4,Canopy Overture Protocol,"Mertillier channels Dendro power through canopy overture protocol, applying entangle pressure with teamwide buff extension + burst assist.",Whole party,teamwide buff extension + burst assist,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,4
SK0101,030,Luke,tank,Anemo,1,Gale Bulwark Slam,"Luke channels Anemo power through gale bulwark slam, applying displace pressure with damage + taunt.",Frontline enemy,damage + taunt,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,1
SK0102,030,Luke,tank,Anemo,2,Zephyr Anchor Stance,"Luke channels Anemo power through zephyr anchor stance, applying displace pressure with guard up + damage reduction.",Self,guard up + damage reduction,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,2
SK0103,030,Luke,tank,Anemo,3,Tempest Aegis Pulse,"Luke channels Anemo power through tempest aegis pulse, applying displace pressure with shield + minor heal.",All allies,shield + minor heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,3
SK0104,030,Luke,tank,Anemo,4,Draft Last Bastion,"Luke channels Anemo power through draft last bastion, applying displace pressure with large shield + counter window.",Self and nearby allies,large shield + counter window,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary displace interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,4
SK0105,031,Garmr,ranger,Geo,1,Stone Precision Shot,"Garmr channels Geo power through stone precision shot, applying fracture pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0106,031,Garmr,ranger,Geo,2,Quarry Skirmish Step,"Garmr channels Geo power through quarry skirmish step, applying fracture pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0107,031,Garmr,ranger,Geo,3,Bastion Suppressing Volley,"Garmr channels Geo power through bastion suppressing volley, applying fracture pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0108,031,Garmr,ranger,Geo,4,Fault Finisher Lane,"Garmr channels Geo power through fault finisher lane, applying fracture pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0109,032,Skuld,magician,Geo,1,Stone Sigil Bolt,"Skuld channels Geo power through stone sigil bolt, applying fracture pressure with magic damage + status seed.",Single enemy,magic damage + status seed,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,1
SK0110,032,Skuld,magician,Geo,2,Quarry Catalyst Weave,"Skuld channels Geo power through quarry catalyst weave, applying fracture pressure with magic amplification stack.",Self,magic amplification stack,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,2
SK0111,032,Skuld,magician,Geo,3,Bastion Field Distortion,"Skuld channels Geo power through bastion field distortion, applying fracture pressure with aoe damage + debuff spread.",All enemies,aoe damage + debuff spread,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,3
SK0112,032,Skuld,magician,Geo,4,Fault Grand Invocation,"Skuld channels Geo power through fault grand invocation, applying fracture pressure with burst damage + control chance.",Primary enemy and adjacent,burst damage + control chance,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,4
SK0113,033,Cherna,buffer,Geo,1,Stone Tactical Verse,"Cherna channels Geo power through stone tactical verse, applying fracture pressure with attack up + speed up.",Single ally,attack up + speed up,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,1
SK0114,033,Cherna,buffer,Geo,2,Quarry Tempo Call,"Cherna channels Geo power through quarry tempo call, applying fracture pressure with cooldown acceleration.",All allies,cooldown acceleration,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,2
SK0115,033,Cherna,buffer,Geo,3,Bastion Disrupting Note,"Cherna channels Geo power through bastion disrupting note, applying fracture pressure with debuff accuracy down + slow.",All enemies,debuff accuracy down + slow,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,3
SK0116,033,Cherna,buffer,Geo,4,Fault Overture Protocol,"Cherna channels Geo power through fault overture protocol, applying fracture pressure with teamwide buff extension + burst assist.",Whole party,teamwide buff extension + burst assist,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,4
SK0117,034,Soteira,buffer,Geo,1,Stone Tactical Verse,"Soteira channels Geo power through stone tactical verse, applying fracture pressure with attack up + speed up.",Single ally,attack up + speed up,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,1
SK0118,034,Soteira,buffer,Geo,2,Quarry Tempo Call,"Soteira channels Geo power through quarry tempo call, applying fracture pressure with cooldown acceleration.",All allies,cooldown acceleration,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,2
SK0119,034,Soteira,buffer,Geo,3,Bastion Disrupting Note,"Soteira channels Geo power through bastion disrupting note, applying fracture pressure with debuff accuracy down + slow.",All enemies,debuff accuracy down + slow,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,3
SK0120,034,Soteira,buffer,Geo,4,Fault Overture Protocol,"Soteira channels Geo power through fault overture protocol, applying fracture pressure with teamwide buff extension + burst assist.",Whole party,teamwide buff extension + burst assist,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,4
SK0121,035,Mimi,warrior,Geo,1,Stone Guard Breaker,"Mimi channels Geo power through stone guard breaker, applying fracture pressure with damage + defense down.",Frontline enemy,damage + defense down,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,1
SK0122,035,Mimi,warrior,Geo,2,Quarry Battle Rhythm,"Mimi channels Geo power through quarry battle rhythm, applying fracture pressure with attack up + cleanse one debuff.",Self,attack up + cleanse one debuff,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,2
SK0123,035,Mimi,warrior,Geo,3,Bastion Formation Cleave,"Mimi channels Geo power through bastion formation cleave, applying fracture pressure with aoe damage + stagger chance.",Front row / cone,aoe damage + stagger chance,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,3
SK0124,035,Mimi,warrior,Geo,4,Fault Commanding Strike,"Mimi channels Geo power through fault commanding strike, applying fracture pressure with heavy damage + team morale buff.",Marked enemy,heavy damage + team morale buff,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,4
SK0125,036,Tropon,magician,Geo,1,Stone Sigil Bolt,"Tropon channels Geo power through stone sigil bolt, applying fracture pressure with magic damage + status seed.",Single enemy,magic damage + status seed,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,1
SK0126,036,Tropon,magician,Geo,2,Quarry Catalyst Weave,"Tropon channels Geo power through quarry catalyst weave, applying fracture pressure with magic amplification stack.",Self,magic amplification stack,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,2
SK0127,036,Tropon,magician,Geo,3,Bastion Field Distortion,"Tropon channels Geo power through bastion field distortion, applying fracture pressure with aoe damage + debuff spread.",All enemies,aoe damage + debuff spread,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,3
SK0128,036,Tropon,magician,Geo,4,Fault Grand Invocation,"Tropon channels Geo power through fault grand invocation, applying fracture pressure with burst damage + control chance.",Primary enemy and adjacent,burst damage + control chance,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,4
SK0129,037,Hathor,ranger,Geo,1,Stone Precision Shot,"Hathor channels Geo power through stone precision shot, applying fracture pressure with damage + mark.",Single enemy in backline preferred,damage + mark,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,1
SK0130,037,Hathor,ranger,Geo,2,Quarry Skirmish Step,"Hathor channels Geo power through quarry skirmish step, applying fracture pressure with speed up + evasion up.",Self and nearest ally,speed up + evasion up,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,2
SK0131,037,Hathor,ranger,Geo,3,Bastion Suppressing Volley,"Hathor channels Geo power through bastion suppressing volley, applying fracture pressure with multi-hit + anti-heal.",Row target,multi-hit + anti-heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,3
SK0132,037,Hathor,ranger,Geo,4,Fault Finisher Lane,"Hathor channels Geo power through fault finisher lane, applying fracture pressure with execute scaling damage.",Lowest HP enemy,execute scaling damage,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary fracture interaction and -1 cooldown every 2 uses; U3: +20% scaling from ranger core stat and grants bonus effect on critical timing.,4
SK0133,041,Natasha,warrior,Cryo,1,Frost Guard Breaker,"Natasha channels Cryo power through frost guard breaker, applying chill pressure with damage + defense down.",Frontline enemy,damage + defense down,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,1
SK0134,041,Natasha,warrior,Cryo,2,Glacier Battle Rhythm,"Natasha channels Cryo power through glacier battle rhythm, applying chill pressure with attack up + cleanse one debuff.",Self,attack up + cleanse one debuff,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,2
SK0135,041,Natasha,warrior,Cryo,3,Rime Formation Cleave,"Natasha channels Cryo power through rime formation cleave, applying chill pressure with aoe damage + stagger chance.",Front row / cone,aoe damage + stagger chance,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,3
SK0136,041,Natasha,warrior,Cryo,4,Snowglass Commanding Strike,"Natasha channels Cryo power through snowglass commanding strike, applying chill pressure with heavy damage + team morale buff.",Marked enemy,heavy damage + team morale buff,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,4
SK0137,042,Fortina,tank,Dendro,1,Vine Bulwark Slam,"Fortina channels Dendro power through vine bulwark slam, applying entangle pressure with damage + taunt.",Frontline enemy,damage + taunt,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,1
SK0138,042,Fortina,tank,Dendro,2,Bloom Anchor Stance,"Fortina channels Dendro power through bloom anchor stance, applying entangle pressure with guard up + damage reduction.",Self,guard up + damage reduction,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,2
SK0139,042,Fortina,tank,Dendro,3,Thorn Aegis Pulse,"Fortina channels Dendro power through thorn aegis pulse, applying entangle pressure with shield + minor heal.",All allies,shield + minor heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,3
SK0140,042,Fortina,tank,Dendro,4,Canopy Last Bastion,"Fortina channels Dendro power through canopy last bastion, applying entangle pressure with large shield + counter window.",Self and nearby allies,large shield + counter window,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary entangle interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,4
SK0141,043,Cerberus,warrior,Cryo,1,Frost Guard Breaker,"Cerberus channels Cryo power through frost guard breaker, applying chill pressure with damage + defense down.",Frontline enemy,damage + defense down,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,1
SK0142,043,Cerberus,warrior,Cryo,2,Glacier Battle Rhythm,"Cerberus channels Cryo power through glacier battle rhythm, applying chill pressure with attack up + cleanse one debuff.",Self,attack up + cleanse one debuff,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,2
SK0143,043,Cerberus,warrior,Cryo,3,Rime Formation Cleave,"Cerberus channels Cryo power through rime formation cleave, applying chill pressure with aoe damage + stagger chance.",Front row / cone,aoe damage + stagger chance,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,3
SK0144,043,Cerberus,warrior,Cryo,4,Snowglass Commanding Strike,"Cerberus channels Cryo power through snowglass commanding strike, applying chill pressure with heavy damage + team morale buff.",Marked enemy,heavy damage + team morale buff,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,4
SK0145,044,Rusalka,buffer,Cryo,1,Frost Tactical Verse,"Rusalka channels Cryo power through frost tactical verse, applying chill pressure with attack up + speed up.",Single ally,attack up + speed up,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,1
SK0146,044,Rusalka,buffer,Cryo,2,Glacier Tempo Call,"Rusalka channels Cryo power through glacier tempo call, applying chill pressure with cooldown acceleration.",All allies,cooldown acceleration,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,2
SK0147,044,Rusalka,buffer,Cryo,3,Rime Disrupting Note,"Rusalka channels Cryo power through rime disrupting note, applying chill pressure with debuff accuracy down + slow.",All enemies,debuff accuracy down + slow,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,3
SK0148,044,Rusalka,buffer,Cryo,4,Snowglass Overture Protocol,"Rusalka channels Cryo power through snowglass overture protocol, applying chill pressure with teamwide buff extension + burst assist.",Whole party,teamwide buff extension + burst assist,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from buffer core stat and grants bonus effect on critical timing.,4
SK0149,045,Elfriede,tank,Cryo,1,Frost Bulwark Slam,"Elfriede channels Cryo power through frost bulwark slam, applying chill pressure with damage + taunt.",Frontline enemy,damage + taunt,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,1
SK0150,045,Elfriede,tank,Cryo,2,Glacier Anchor Stance,"Elfriede channels Cryo power through glacier anchor stance, applying chill pressure with guard up + damage reduction.",Self,guard up + damage reduction,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,2
SK0151,045,Elfriede,tank,Cryo,3,Rime Aegis Pulse,"Elfriede channels Cryo power through rime aegis pulse, applying chill pressure with shield + minor heal.",All allies,shield + minor heal,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,3
SK0152,045,Elfriede,tank,Cryo,4,Snowglass Last Bastion,"Elfriede channels Cryo power through snowglass last bastion, applying chill pressure with large shield + counter window.",Self and nearby allies,large shield + counter window,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary chill interaction and -1 cooldown every 2 uses; U3: +20% scaling from tank core stat and grants bonus effect on critical timing.,4
SK0153,046,Lunalynn,magician,Electro,1,Volt Sigil Bolt,"Lunalynn channels Electro power through volt sigil bolt, applying shock pressure with magic damage + status seed.",Single enemy,magic damage + status seed,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,1
SK0154,046,Lunalynn,magician,Electro,2,Arc Catalyst Weave,"Lunalynn channels Electro power through arc catalyst weave, applying shock pressure with magic amplification stack.",Self,magic amplification stack,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,2
SK0155,046,Lunalynn,magician,Electro,3,Static Field Distortion,"Lunalynn channels Electro power through static field distortion, applying shock pressure with aoe damage + debuff spread.",All enemies,aoe damage + debuff spread,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,3
SK0156,046,Lunalynn,magician,Electro,4,Thunder Grand Invocation,"Lunalynn channels Electro power through thunder grand invocation, applying shock pressure with burst damage + control chance.",Primary enemy and adjacent,burst damage + control chance,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from magician core stat and grants bonus effect on critical timing.,4
SK0157,047,Valeriede,warrior,Electro,1,Volt Guard Breaker,"Valeriede channels Electro power through volt guard breaker, applying shock pressure with damage + defense down.",Frontline enemy,damage + defense down,1,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,1
SK0158,047,Valeriede,warrior,Electro,2,Arc Battle Rhythm,"Valeriede channels Electro power through arc battle rhythm, applying shock pressure with attack up + cleanse one debuff.",Self,attack up + cleanse one debuff,6,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,2
SK0159,047,Valeriede,warrior,Electro,3,Static Formation Cleave,"Valeriede channels Electro power through static formation cleave, applying shock pressure with aoe damage + stagger chance.",Front row / cone,aoe damage + stagger chance,12,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,3
SK0160,047,Valeriede,warrior,Electro,4,Thunder Commanding Strike,"Valeriede channels Electro power through thunder commanding strike, applying shock pressure with heavy damage + team morale buff.",Marked enemy,heavy damage + team morale buff,18,3,U1: +12% base potency and +5% status chance; U2: adds secondary shock interaction and -1 cooldown every 2 uses; U3: +20% scaling from warrior core stat and grants bonus effect on critical timing.,4
